"","id","group","name","email","time","ad_number","ad","sponsor","sponsor_type","date"
"136",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/4/21","ad1","Local Solar Power Programs

Get paid to install solar + battery for no cost at install.
This program will pay you over $2,039 after install. Take this 30-second quiz to see if you qualify.","Local Solar Power Programs","Selling Product(s)",2021-05-04
"137",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/4/21","ad2","CapitalOne Shopping

Before you shop at Amazon Prime, read this.
The dead giveaway that tells you when Amazon’s giving you a better price than other retailers.","CapitalOne Shopping","Selling Product(s)",2021-05-04
"138",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/4/21","ad3","Forge of Empires

Play this game for 3 minutes and see why everyone is hooked.
Build, battle, and barter through the ages to develop your empire in this award-winning strategy game.","Forge of Empires","Games Apps & Quizzes",2021-05-04
"139",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/4/21","ad4","TruthFinder

Have you ever googled yourself? Run a ""deep search"" instead.
This new search engine reveals so much more. Type in you name, wait 107 seconds, brace yourself.","TruthFinder","Selling Product(s)",2021-05-04
"140",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/4/21","ad5","BHMD

Loose jowls? Do this everyday.
Watch how celebrities tighten loose skin at home.","BHMD","Healthcare",2021-05-04
"141",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/4/21","ad1","CapitalOne Shopping

The genius hack every Home Depot shopper should know.
Before you shop at The Home Depot, read this.","CapitalOne Shopping","Selling Product(s)",2021-05-04
"142",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/4/21","ad2","Forge of Empires

Play this game for 3 minutes and see why everyone is addicted.
Build, barter, and battle through historical ages in this award-winning strategy game.","Forge of Empires","Games Apps & Quizzes",2021-05-04
"143",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/4/21","ad3","Best Gadget Advice

25 insanely cool gadgets selling out quickly in 2021.
We've put together a list of incredible gadgets that you didn't know you needed!","Best Gadget Advice","News",2021-05-04
"144",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/4/21","ad4","Worldlifestyle

Boy claims he's a time traveler from 2030, predicts 2021.
No one believed him, but then he passed the lie detector test and presented a crumpled note.","Worldlifestyle","Games Apps & Quizzes",2021-05-04
"145",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/4/21","ad5",NA,NA,NA,2021-05-04
"146",6,"control","Blake Graham","blakeg853@gmail.com","5/4/21","ad1",NA,NA,NA,2021-05-04
"147",6,"control","Blake Graham","blakeg853@gmail.com","5/4/21","ad2",NA,NA,NA,2021-05-04
"148",6,"control","Blake Graham","blakeg853@gmail.com","5/4/21","ad3",NA,NA,NA,2021-05-04
"149",6,"control","Blake Graham","blakeg853@gmail.com","5/4/21","ad4",NA,NA,NA,2021-05-04
"150",6,"control","Blake Graham","blakeg853@gmail.com","5/4/21","ad5",NA,NA,NA,2021-05-04
"151",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/7/21","ad1","CapitalOne Shopping

Before you shop at Amazon Prime, read this.
The dead giveaway that tells you when Amazon’s giving you a better price than other retailers.","CapitalOne Shopping","Selling Product(s)",2021-05-07
"152",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/7/21","ad2",NA,NA,NA,2021-05-07
"153",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/7/21","ad3",NA,NA,NA,2021-05-07
"154",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/7/21","ad4",NA,NA,NA,2021-05-07
"155",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/7/21","ad5",NA,NA,NA,2021-05-07
"156",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/7/21","ad1","Atlassian

Learn Jira w/ hands-on training courses to build your confidence.
Enroll now in Jira Essentials with Agile Mindset training. Save 25% with code JIRA25.","Atlassian","Selling Product(s)",2021-05-07
"157",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/7/21","ad2","Eden Health

Ready to create a healthier workforce? Download our free guide.
Our free guide to saving your company time and money while keeping your workforce healthy and productive.","Eden Health","Healthcare",2021-05-07
"158",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/7/21","ad3","Forge of Empires

Play this game for 3 minutes and see why everyone is hooked.
Build, battle, and barter through the ages to develop your empire in this award-winning strategy game.","Forge of Empires","Games Apps & Quizzes",2021-05-07
"159",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/7/21","ad4",NA,NA,NA,2021-05-07
"160",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/7/21","ad5",NA,NA,NA,2021-05-07
"161",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/7/21","ad1","CapitalOne Shopping

The genius hack every Home Depot shopper should know.
Before you shop at The Home Depot, read this.","CapitalOne Shopping","Selling Product(s)",2021-05-07
"162",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/7/21","ad2","The Penny Hoarder

9 money moves every person in California needs to make this week.
You're running out of time.","The Penny Hoarder","News",2021-05-07
"163",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/7/21","ad3","Upbeat News

How much of a psychopath are you?
You may be more psychopathic than you think you are. Answer truthfully for the most accurate results.","Upbeat News","News",2021-05-07
"164",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/7/21","ad4","System1 | Multiple Sclerosis

Multiple sclerosis signs - Some may wish they saw earlier.
Signs of multiple sclerosis can be easily ignored. Look for multiple sclerosis symptoms.","System1 | Multiple Sclerosis","Healthcare",2021-05-07
"165",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/7/21","ad5","Magellan Times

Why did a driver warn parents when he saw this in the leaves?
When a UPS worker saw this, he knew he had to act fast.","Magellan Times","News",2021-05-07
"166",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/7/21","ad1","CapitalOne Shopping

Is Amazon actually giving you the best price?
This tool looks for lower prices at other stores while you shop on Amazon and tells you where to buy.","CapitalOne Shopping","Selling Product(s)",2021-05-07
"167",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/7/21","ad2","Stansberry Research

Ron Paul’s new warning for every American.
The 22-year Congressional veteran is sharing a new message every American needs to see today.","Stansberry Research","Political",2021-05-07
"168",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/7/21","ad3","Worldlifestyle

Can you pass this basic United States geography test?
Only 9% of Americans pass.","Worldlifestyle","Games Apps & Quizzes",2021-05-07
"169",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/7/21","ad4",NA,NA,NA,2021-05-07
"170",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/7/21","ad5",NA,NA,NA,2021-05-07
"171",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/7/21","ad1","Atlassian

Learn Jira w/ hands-on training courses to build your confidence.
Enroll now in Jira Essentials with Agile Mindset training. Save 25% with code JIRA25.","Atlassian","Selling Product(s)",2021-05-07
"172",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/7/21","ad2","CapitalOne Shopping

Before you shop at Amazon Prime, read this.
The dead giveaway that tells you when Amazon’s giving you a better price than other retailers.","CapitalOne Shopping","Selling Product(s)",2021-05-07
"173",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/7/21","ad3","Forge of Empires

Play this game for 3 minutes and see why everyone is hooked.
Build, battle, and barter through the ages to develop your empire in this award-winning strategy game.","Forge of Empires","Games Apps & Quizzes",2021-05-07
"174",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/7/21","ad4",NA,NA,NA,2021-05-07
"175",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/7/21","ad5",NA,NA,NA,2021-05-07
"176",6,"control","Blake Graham","blakeg853@gmail.com","5/7/21","ad1",NA,NA,NA,2021-05-07
"177",6,"control","Blake Graham","blakeg853@gmail.com","5/7/21","ad2",NA,NA,NA,2021-05-07
"178",6,"control","Blake Graham","blakeg853@gmail.com","5/7/21","ad3",NA,NA,NA,2021-05-07
"179",6,"control","Blake Graham","blakeg853@gmail.com","5/7/21","ad4",NA,NA,NA,2021-05-07
"180",6,"control","Blake Graham","blakeg853@gmail.com","5/7/21","ad5",NA,NA,NA,2021-05-07
"181",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/9/21","ad1","Gundry MD

US surgeon: This simple trick empties your bowels immediately.
World renowned cardiologist explains how with at home trick.","Gundry MD","Healthcare",2021-05-09
"182",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/9/21","ad2","TruthFinder

Have you ever googled yourself? Run a ""deep search"" instead.
This new search engine reveals so much more. Type in you name, wait 107 seconds, brace yourself.","TruthFinder","Selling Product(s)",2021-05-09
"183",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/9/21","ad3","CapitalOne Shopping

Before you shop at Amazon Prime, read this.
The dead giveaway that tells you when Amazon’s giving you a better price than other retailers.","CapitalOne Shopping","Selling Product(s)",2021-05-09
"184",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/9/21","ad4","Stansberry Research

Ron Paul’s new warning for every American.
The 22-year Congressional veteran is sharing a new message every American needs to see today.","Stansberry Research","Political",2021-05-09
"185",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/9/21","ad5",NA,NA,NA,2021-05-09
"186",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/9/21","ad1","Eden Health

Ready to create a healthier workforce? Download our free guide.
Our free guide to saving your company time and money while keeping your workforce healthy and productive.","Eden Health","Healthcare",2021-05-09
"187",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/9/21","ad2","ContentFly

Need high quality content writing?
Learn why thousands of marketers at the world's top companies like Zapier & Opencare trust ContentFly.","ContentFly","Selling Product(s)",2021-05-09
"188",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/9/21","ad3","Shopify

The e-commerce platform made for you.
Quick & easy setup - everything you need to start selling online today. Start a 14 day free trial now.","Shopify","Selling Product(s)",2021-05-09
"189",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/9/21","ad4","CapitalOne Shopping

Before you shop at Amazon Prime, read this.
The dead giveaway that tells you when Amazon’s giving you a better price than other retailers.","CapitalOne Shopping","Selling Product(s)",2021-05-09
"190",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/9/21","ad5",NA,NA,NA,2021-05-09
"191",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/9/21","ad1","Stansberry Research

Ron Paul’s new warning for every American.
The 22-year Congressional veteran is sharing a new message every American needs to see today.","Stansberry Research","Political",2021-05-09
"192",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/9/21","ad2","Shopify

Start your online store with Shopify.
One platform to sell your products to anyone, anywhere. Start your 14-day free trial today.","Shopify","Selling Product(s)",2021-05-09
"193",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/9/21","ad3","Stansberry Research

Ron Paul’s new warning for every American.
The 22-year Congressional veteran is sharing a new message every American needs to see today.","Stansberry Research","Political",2021-05-09
"194",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/9/21","ad4",NA,NA,NA,2021-05-09
"195",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/9/21","ad5",NA,NA,NA,2021-05-09
"196",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/9/21","ad1","CapitalOne Shopping

Is Amazon actually giving you the best price?
This tool looks for lower prices at other stores while you shop on Amazon and tells you where to buy.","CapitalOne Shopping","Selling Product(s)",2021-05-09
"197",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/9/21","ad2","Worldlifestyle

Wife goes to the bathroom, waitress slips a note to her husband.
As soon as his wife left, she went to him and slipped this note.","Worldlifestyle","Games Apps & Quizzes",2021-05-09
"198",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/9/21","ad3","Gundry MD

US surgeon: This simple trick empties your bowels immediately.
World renowned cardiologist explains how with at home trick.","Gundry MD","Healthcare",2021-05-09
"199",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/9/21","ad4","Forge of Empires

Can you solve this equation in under 20 seconds?
If so, you are likely to be in the top 5% of players in this award-winning strategic city building game.","Forge of Empires","Games Apps & Quizzes",2021-05-09
"200",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/9/21","ad5","Shopify

The e-commerce platform made for you.
Quick & easy setup - everything you need to start selling online today. Start a 14 day free trial now.","Shopify","Selling Product(s)",2021-05-09
"201",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/9/21","ad1","CapitalOne Shopping

Before you shop at Amazon Prime, read this.
The dead giveaway that tells you when Amazon’s giving you a better price than other retailers.","CapitalOne Shopping","Selling Product(s)",2021-05-09
"202",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/9/21","ad2","Shopify

The e-commerce platform made for you.
Quick & easy setup - everything you need to start selling online today. Start a 14 day free trial now.","Shopify","Selling Product(s)",2021-05-09
"203",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/9/21","ad3","CapitalOne Shopping

The genius hack every Home Depot shopper should know.
Before you shop at The Home Depot, read this.","CapitalOne Shopping","Selling Product(s)",2021-05-09
"204",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/9/21","ad4","History Daily

Iconic photographs not suitable for all viewers.
The following photos are some of the most fascinating shots that have ever been taken.","History Daily","News",2021-05-09
"205",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/9/21","ad5",NA,NA,NA,2021-05-09
"206",6,"control","Blake Graham","blakeg853@gmail.com","5/9/21","ad1",NA,NA,NA,2021-05-09
"207",6,"control","Blake Graham","blakeg853@gmail.com","5/9/21","ad2",NA,NA,NA,2021-05-09
"208",6,"control","Blake Graham","blakeg853@gmail.com","5/9/21","ad3",NA,NA,NA,2021-05-09
"209",6,"control","Blake Graham","blakeg853@gmail.com","5/9/21","ad4",NA,NA,NA,2021-05-09
"210",6,"control","Blake Graham","blakeg853@gmail.com","5/9/21","ad5",NA,NA,NA,2021-05-09
"211",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/10/21","ad1","TruthFinder

Have you ever googled yourself? Run a ""deep search"" instead.
This new search engine reveals so much more. Type in you name, wait 107 seconds, brace yourself.","TruthFinder","Selling Product(s)",2021-05-10
"212",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/10/21","ad2","CapitalOne Shopping

Before you shop at Amazon Prime, read this.
The dead giveaway that tells you when Amazon’s giving you a better price than other retailers.","CapitalOne Shopping","Selling Product(s)",2021-05-10
"213",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/10/21","ad3","Stansberry Research

Ron Paul’s new warning for every American.
The 22-year Congressional veteran is sharing a new message every American needs to see today.","Stansberry Research","Political",2021-05-10
"214",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/10/21","ad4","Gundry MD

US surgeon: This simple trick empties your bowels immediately.
World renowned cardiologist explains how with at home trick.","Gundry MD","Healthcare",2021-05-10
"215",1,"mood disorder","Ali Lee","leea5105@gmail.com","5/10/21","ad5","TruthFinder

Enter a name, wait 7 seconds, brace yourself (this is addicting).
This new search engine reveals so much more. Type in your name, wait 107 seconds, see instant results.","TruthFinder","Selling Product(s)",2021-05-10
"216",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/10/21","ad1","CapitalOne Shopping

Before you shop at Amazon Prime, read this.
The dead giveaway that tells you when Amazon’s giving you a better price than other retailers.","CapitalOne Shopping","Selling Product(s)",2021-05-10
"217",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/10/21","ad2","Atlassian

Upskill your career with an Atlassian Certification bundle.
Enroll now to earn an Atlassian Certification. Save 75% today.","Atlassian","Selling Product(s)",2021-05-10
"218",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/10/21","ad3","Square Online

Build your own online store free. No matter what you sell.
Clothes or coffee, hair products or hamburgers, selling is easy with Square Online. Get started.","Square Online","Selling Product(s)",2021-05-10
"219",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/10/21","ad4","Forge of Empires

Can you solve this equation in under 20 seconds?
If so, you are likely to be in the top 5% of players in this award-winning strategic city building game.","Forge of Empires","Games Apps & Quizzes",2021-05-10
"220",2,"schizophrenia","Ashley Jackson","aj8743124@gmail.com","5/10/21","ad5","Shopify

The e-commerce platform made for you.
Quick & easy setup - everything you need to start selling online today. Start a 14 day free trial now.","Shopify","Selling Product(s)",2021-05-10
"221",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/10/21","ad1","Atlassian

Upskill your career with an Atlassian Certification bundle.
Enroll now to earn an Atlassian Certification. Save 75% today.","Atlassian","Selling Product(s)",2021-05-10
"222",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/10/21","ad2","Stansberry Research

Ron Paul’s new warning for every American.
The 22-year Congressional veteran is sharing a new message every American needs to see today.","Stansberry Research","Political",2021-05-10
"223",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/10/21","ad3","ManageEngine

Secure, affordable and highly rated network monitoring solution!
Monitor your network, servers, routers, switches and VMs from a single console w/ instant alerts!","ManageEngine","Selling Product(s)",2021-05-10
"224",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/10/21","ad4","Square Online

Build your own online store free. No matter what you sell.
Clothes or coffee, hair products or hamburgers, selling is easy with Square Online. Get started.","Square Online","Selling Product(s)",2021-05-10
"225",3,"control","Carol Bryant","bryantcarol868@yahoo.com","5/10/21","ad5",NA,NA,NA,2021-05-10
"226",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/10/21","ad1","CapitalOne Shopping

Is Amazon actually giving you the best price?
This tool looks for lower prices at other stores while you shop on Amazon and tells you where to buy.","CapitalOne Shopping","Selling Product(s)",2021-05-10
"227",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/10/21","ad2","The Motley Fool

CEO says this is worth 35 Amazons.
Don't regret not buying this tech in 2026, buy it in 2021.","The Motley Fool","Selling Product(s)",2021-05-10
"228",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/10/21","ad3","BairesDev

Custom software development by the top 1% of IT talent!
We provide end-to-end delivery of technology solutions for world-class clients. See how we can help you.","BairesDev","Selling Product(s)",2021-05-10
"229",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/10/21","ad4","TruthFinder

Enter a name, wait 7 seconds, brace yourself (this is addicting).
This new search engine reveals so much more. Type in your name, wait 107 seconds, see instant results.","TruthFinder","Selling Product(s)",2021-05-10
"230",4,"mood disorder","Cassidy Barnes","cassidybarnes75@gmail.com","5/10/21","ad5","Avnet

Need power management expertise?
Avnet experts help you balance cost, size and efficiency without compromising performance.","Avnet","Selling Product(s)",2021-05-10
"231",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/10/21","ad1","CapitalOne Shopping

Before you shop at Amazon Prime, read this.
The dead giveaway that tells you when Amazon’s giving you a better price than other retailers.","CapitalOne Shopping","Selling Product(s)",2021-05-10
"232",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/10/21","ad2","BHMD

Loose jowls? Do this everyday.
Watch how celebrities tighten loose skin at home.","BHMD","Healthcare",2021-05-10
"233",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/10/21","ad3","Stansberry Research

Ron Paul’s new warning for every American.
The 22-year Congressional veteran is sharing a new message every American needs to see today.","Stansberry Research","Political",2021-05-10
"234",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/10/21","ad4",NA,NA,NA,2021-05-10
"235",5,"schizophrenia","Aubrey Yates","aubreyyates2@gmail.com","5/10/21","ad5",NA,NA,NA,2021-05-10
"236",6,"control","Blake Graham","blakeg853@gmail.com","5/10/21","ad1",NA,NA,NA,2021-05-10
"237",6,"control","Blake Graham","blakeg853@gmail.com","5/10/21","ad2",NA,NA,NA,2021-05-10
"238",6,"control","Blake Graham","blakeg853@gmail.com","5/10/21","ad3",NA,NA,NA,2021-05-10
"239",6,"control","Blake Graham","blakeg853@gmail.com","5/10/21","ad4",NA,NA,NA,2021-05-10
"240",6,"control","Blake Graham","blakeg853@gmail.com","5/10/21","ad5",NA,NA,NA,2021-05-10
